,lordo_speed,out_speed,volume,gaps,colb,gr,mano,h1,h2,h3,fr_cu_pm_nb,r1_p_b,tool,layers,ff_cf,sin_st,gr_cat
527018,180.4358702910803,106.99519381149028,2000.0,352.0,Q,65.0,0.94,1350.0,1080,1080,Groove,,T5,4,CF,singolo,"(56.0, 66.0]"
527118,173.38636363636363,163.11363636363637,7000.0,80.0,Q,65.0,0.94,1350.0,,,Staple,,T5,4,CF,singolo,"(56.0, 66.0]"
527218,174.39732431434112,143.34395735217163,7000.0,544.0,Q,65.0,0.94,1350.0,1080,1080,Groove,,T5,4,CF,singolo,"(56.0, 66.0]"
527618,189.55357142857142,176.16071428571428,9500.0,48.0,Q,65.0,1.0,810.0,,,Staple,,T5,4,CF,singolo,"(56.0, 66.0]"
527718,167.2410474237542,134.70474888520002,2500.0,544.0,Q,65.0,0.94,1350.0,1080,1080,Groove,,T5,4,CF,singolo,"(56.0, 66.0]"
527818,173.29974906046337,122.70923005565864,2500.0,544.0,Q,65.0,0.94,1350.0,1080,1080,Groove,,T5,4,CF,singolo,"(56.0, 66.0]"
527918,58.58429118773946,48.53448275862069,2500.0,48.0,Q,65.0,1.0,810.0,,,Staple,,T5,4,CF,singolo,"(56.0, 66.0]"
531918,156.32236970980333,138.23633022892488,5000.0,720.0,Q,65.0,0.94,1350.0,,,Groove,,T5,4,CF,singolo,"(56.0, 66.0]"
532018,155.60838232594094,116.75327866522879,5000.0,648.0,Q,65.0,0.94,1350.0,1080,1080,Groove,,T5,4,CF,singolo,"(56.0, 66.0]"
532118,182.9280890789301,168.93862484494653,5000.0,320.0,Q,65.0,0.94,1350.0,,,Groove,,T5,4,CF,singolo,"(56.0, 66.0]"
532218,158.1676470588235,117.00882352941176,5000.0,64.0,Q,65.0,0.93,1080.0,,,Staple,,T5,4,CF,singolo,"(56.0, 66.0]"
532518,151.65343608402958,95.13483216354173,5000.0,384.0,Q,90.0,1.3,1212.0,,,Bulb,,T5,6,FF,singolo,
532918,196.51982357686214,158.57587381928624,26000.0,272.0,Q,54.0,1.1,1350.0,1080,1080,Groove,,T5,4,CF,singolo,"(0.0, 56.0]"
533318,172.4114476742136,129.5616150629061,5000.0,800.0,Q,54.0,1.0,1350.0,,,Groove,,T5,4,CF,singolo,"(0.0, 56.0]"
533418,104.45488215488216,78.79318181818182,5000.0,160.0,Q,60.0,1.0,1350.0,,,Groove,,T5,4,CF,singolo,"(56.0, 66.0]"
533618,149.97533282130058,111.3936251920123,4000.0,280.0,Q,60.0,1.0,1350.0,,,Groove,,T5,4,CF,singolo,"(56.0, 66.0]"
533818,246.85593354014406,159.08172091066828,24500.0,120.0,Q,54.0,1.0,1350.0,,,Groove,,T5,4,CF,singolo,"(0.0, 56.0]"
534218,124.43956043956045,104.62271062271061,4000.0,160.0,Q,65.0,0.94,1350.0,,,Groove,,T5,4,CF,singolo,"(56.0, 66.0]"
